url	ns	type	id	code	name	description	baseNoun	modifiers	category	source	relationships	properties	examples	keyCharacteristics	typicalDepartments	typicalIndustries	keyProcesses	keyFunctions	typicalOccupations	commonProcesses	reportsTo
https://business.org.ai/Business	business.org.ai	Business	Business		Business	An organization engaged in commercial, industrial, or professional activities	Business		Core	GraphDL	hasLegalStructure,operatesIn,hasDepartment,employs,offers,performs,hasLocation,hasRevenue	name,taxId,foundedDate,employeeCount,annualRevenue	Corporation, LLC, Partnership
https://business.org.ai/LegalStructure	business.org.ai	LegalStructure	LegalStructure		Legal Structure	The legal form under which a business operates	Structure	legal	Core	GraphDL	isStructureOf	structureType,jurisdiction,taxTreatment	LLC, Corporation, Partnership, Sole Proprietorship
https://business.org.ai/RevenueModel	business.org.ai	RevenueModel	RevenueModel		Revenue Model	The strategy and methods by which a business generates income	Model	revenue	Core	GraphDL	appliedTo	modelType,pricingStrategy,paymentTerms	Subscription, Transaction, Advertising, Licensing
https://business.org.ai/BusinessLocation	business.org.ai	BusinessLocation	BusinessLocation		Business Location	Physical or virtual place where business operations occur	Location	business	Core	GraphDL	isLocationOf,hasAddress	locationType,isPrimary,isPhysical	Headquarters, Branch Office, Warehouse, Virtual
https://business.org.ai/BusinessDepartment	business.org.ai	BusinessDepartment	BusinessDepartment		Business Department	Specialized division within an organization	Department	business	Core	GraphDL	isPartOf,employs,performs,manages	departmentType,headCount,budget	Finance, HR, IT, Sales, Marketing
https://business.org.ai/BusinessProcess	business.org.ai	BusinessProcess	BusinessProcess		Business Process	Set of coordinated activities to achieve business objectives	Process	business	Core	GraphDL	performedBy,consistsOf,requires,produces	processType,duration,frequency	Procurement, Sales, Hiring, Product Development
https://business.org.ai/BusinessTask	business.org.ai	BusinessTask	BusinessTask		Business Task	Individual unit of work within a process	Task	business	Core	GraphDL	isPartOf,requires,performedBy	taskType,estimatedTime,skillLevel	Review Invoice, Contact Customer, Update Database
https://business.org.ai/BusinessResource	business.org.ai	BusinessResource	BusinessResource		Business Resource	Asset available for use in operations	Resource	business	Core	GraphDL	managedBy,allocatedTo,consumedBy	resourceType,quantity,cost	Financial Capital, Equipment, Data, Personnel
https://business.org.ai/BusinessMetric	business.org.ai	BusinessMetric	BusinessMetric		Business Metric	Quantifiable measure used to track performance	Metric	business	Core	GraphDL	measuredBy,tracksPerformance	metricType,unit,frequency	Revenue Growth, Customer Acquisition Cost, Employee Turnover
https://business.org.ai/BusinessGoal	business.org.ai	BusinessGoal	BusinessGoal		Business Goal	Desired outcome or objective	Goal	business	Core	GraphDL	pursuedBy,achievedThrough,measuredBy	goalType,targetValue,deadline	Revenue Target, Market Share, Customer Satisfaction
https://business.org.ai/StakeholderRelationship	business.org.ai	StakeholderRelationship	StakeholderRelationship		Stakeholder Relationship	Connection between business and interested parties	Relationship	stakeholder	Core	GraphDL	involvedIn,influences	relationshipType,importance,frequency	Investor Relations, Customer Relations, Supplier Relations
https://business.org.ai/ComplianceRequirement	business.org.ai	ComplianceRequirement	ComplianceRequirement		Compliance Requirement	Legal or regulatory obligation	Requirement	compliance	Core	GraphDL	appliesTo,enforcedBy	requirementType,jurisdiction,penalty	Tax Filing, Labor Law, Data Privacy, Industry Regulation
https://business.org.ai/BusinessRisk	business.org.ai	BusinessRisk	BusinessRisk		Business Risk	Potential threat to business operations or objectives	Risk	business	Core	GraphDL	threatenedBy,mitigatedBy	riskType,severity,probability	Market Risk, Operational Risk, Financial Risk
https://business.org.ai/BusinessRisk/RiskMitigationStrategy	business.org.ai	BusinessRisk	RiskMitigationStrategy		Risk Mitigation Strategy	Approach to reduce or manage risk	Strategy	risk mitigation	Core	GraphDL	mitigates,implementedBy	strategyType,cost,effectiveness	Insurance, Diversification, Hedging, Contingency Planning
https://business.org.ai/BusinessCapability	business.org.ai	BusinessCapability	BusinessCapability		Business Capability	Organizational ability to execute activities	Capability	business	Core	GraphDL	enabledBy,supports	capabilityType,maturityLevel	Digital Marketing, Data Analytics, Supply Chain Management
https://business.org.ai/LocalBusiness	business.org.ai	LocalBusiness	LocalBusiness		Local Business	Business serving a specific geographic community	Business	local	Business Types	GraphDL				physical-location,local-market,community-focus,foot-traffic	sales,operations,customer-service,finance,marketing	retail,restaurants,professional-services,healthcare,real-estate	local-marketing,customer-service,inventory-management,community-engagement
https://business.org.ai/Retail	business.org.ai	Retail	Retail		Retail	Sells goods directly to consumers from physical location	Business	retail	Local Business	GraphDL				physical-storefront,inventory,point-of-sale,customer-facing	sales,operations,merchandising,customer-service	retail,specialty-retail,grocery,clothing	merchandise-buying,inventory-management,visual-merchandising,customer-service
https://business.org.ai/Restaurant	business.org.ai	Restaurant	Restaurant		Restaurant	Prepares and serves food and beverages	Business	restaurant	Local Business	GraphDL				food-service,dining-room,kitchen,health-compliance	front-of-house,back-of-house,management	food-service,restaurants,hospitality	food-preparation,order-taking,table-service,kitchen-management
https://business.org.ai/ProfessionalServices	business.org.ai	ProfessionalServices	ProfessionalServices		Professional Services	Provides expertise-based services locally	Business	professional services	Local Business	GraphDL				expertise-driven,client-relationships,licensed-professionals	client-services,operations,administration	legal,accounting,consulting,architecture	client-consultation,project-delivery,billing,relationship-management
https://business.org.ai/Healthcare	business.org.ai	Healthcare	Healthcare		Healthcare	Provides medical services to local community	Business	healthcare	Local Business	GraphDL				patient-care,medical-compliance,insurance-billing,licensed-practitioners	clinical,administrative,billing	healthcare,medical-practice,dental,veterinary	patient-intake,diagnosis,treatment,insurance-processing
https://business.org.ai/RealEstate	business.org.ai	RealEstate	RealEstate		Real Estate	Facilitates property transactions and management	Business	real estate	Local Business	GraphDL				property-listings,transactions,local-market-knowledge	sales,property-management,administration	real-estate,property-management,commercial-real-estate	property-listing,showing,negotiation,transaction-coordination
https://business.org.ai/PersonalServices	business.org.ai	PersonalServices	PersonalServices		Personal Services	Provides personal care and improvement services	Business	personal services	Local Business	GraphDL				appointment-based,personal-interaction,service-quality	service-delivery,scheduling,customer-service	beauty,fitness,wellness,pet-care	appointment-scheduling,service-delivery,customer-relations,facility-maintenance
https://business.org.ai/HomeServices	business.org.ai	HomeServices	HomeServices		Home Services	Provides residential maintenance and improvement	Business	home services	Local Business	GraphDL				on-site-service,skilled-trades,emergency-availability	field-operations,scheduling,customer-service	construction,plumbing,electrical,landscaping	service-calls,job-estimation,project-execution,quality-control
https://business.org.ai/Automotive	business.org.ai	Automotive	Automotive		Automotive	Sells and services vehicles	Business	automotive	Local Business	GraphDL				vehicles,parts-inventory,service-bays,certifications	sales,service,parts,finance	automotive,car-dealers,auto-repair	vehicle-sales,service-scheduling,repair,parts-ordering
https://business.org.ai/Hospitality	business.org.ai	Hospitality	Hospitality		Hospitality	Provides lodging and accommodation services	Business	hospitality	Local Business	GraphDL				guest-rooms,reservations,amenities,customer-experience	front-desk,housekeeping,maintenance,management	hotels,lodging,bed-and-breakfast	reservations,check-in,housekeeping,guest-services
https://business.org.ai/LocalManufacturing	business.org.ai	LocalManufacturing	LocalManufacturing		Local Manufacturing	Produces goods in local facility	Business	local manufacturing	Local Business	GraphDL				production-facility,equipment,inventory,quality-control	production,operations,quality,sales	manufacturing,food-production,fabrication	production-planning,manufacturing,quality-assurance,distribution
https://business.org.ai/EducationServices	business.org.ai	EducationServices	EducationServices		Education Services	Provides educational instruction locally	Business	education services	Local Business	GraphDL				instruction,curriculum,student-enrollment,accreditation	instruction,administration,student-services	education,training,tutoring,daycare	curriculum-development,instruction,student-assessment,enrollment-management
https://business.org.ai/OnlineBusiness	business.org.ai	OnlineBusiness	OnlineBusiness		Online Business	Business operating primarily through digital channels	Business	online	Business Types	GraphDL				digital-first,global-reach,scalable,technology-dependent,remote-operations	engineering,product,marketing,customer-success,operations	internet,software,e-commerce,digital-media	digital-marketing,online-sales,user-acquisition,analytics,automation
